Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.25405502319336,23.366756131328316,22.983571217211594,23.006112012067522,38409100
2010-01-05,23.26155662536621,23.36674552052207,23.02112732170429,23.178909947902234,49749600
2010-01-06,23.118812561035156,23.351728369956916,22.930976907662572,23.201459274029926,58182400
2010-01-07,22.878379821777344,23.066215447791702,22.683030598753763,23.01362026872712,50559700
2010-01-08,23.036170959472656,23.20146586549427,22.720606914833056,22.750661315785738,51197400
2010-01-11,22.74313735961914,23.111295005215215,22.63043627350966,23.07372702113068,68754700
2010-01-12,22.592870712280273,22.840813701539318,22.472656016462082,22.65297806018937,65912100
2010-01-13,22.803245544433594,22.93097382890077,22.54778897549924,22.73562460365261,51863500
2010-01-14,23.26155662536621,23.36674552052207,22.735617881873683,22.773184423168974,63228100
2010-01-15,23.186429977416992,23.471939496481504,23.07372745611081,23.351724811288857,79913200
2010-01-19,23.366756439208984,23.471943950444583,23.05119247242983,23.10378622804763,46575700
2010-01-20,22.983572006225586,23.246542222949675,22.77319554623184,23.14886687495985,54849500
2010-01-21,22.547792434692383,23.081245012613525,22.54027883644489,22.99859829803575,73086700
2010-01-22,21.758882522583008,22.69054867253227,21.66872220682816,22.540279568844355,102004600
2010-01-25,22.02935028076172,22.284806711008315,21.864055533631532,21.969242969707892,63373000
2010-01-26,22.16460609436035,22.427576283789243,21.856555751423496,21.939203893748296,66639900
2010-01-27,22.292325973510742,22.4050270312654,21.803953767859422,22.051896668148352,63949500
2010-01-28,21.909151077270508,22.44260509223015,21.70628822229688,22.420064297320074,117513700
2010-01-29,21.172832489013672,22.48016830469287,20.78213403382528,22.465141110322826,193888500
2010-02-01,21.345638275146484,21.39823201584038,20.97748065721726,21.330611082641955,85931100
2010-02-02,21.383214950561523,21.413269349804533,21.142785488907972,21.315595418410016,54413700
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900
2010-02-04,20.917377471923828,21.413263458420417,20.89483667869317,21.32310171857002,77850000
2010-02-05,21.052621841430664,21.247971106523845,20.714517068563158,21.037594644176018,80960100
2010-02-08,20.82722282409668,21.09770670267999,20.714521685711208,21.045112933638286,52820600
2010-02-09,21.04510498046875,21.293047964445577,20.849755745657887,21.015050590618376,59195800
2010-02-10,21.030078887939453,21.21791453513406,20.91737778623714,21.060133279365274,48591300
2010-02-11,21.12775421142578,21.338129218962408,20.812190267048585,20.98499871840289,65993700
2010-02-12,20.985002517700195,21.08267644130128,20.722032277596863,20.894840760237834,81117200
2010-02-16,21.400171279907227,21.415268747845847,21.151068818015133,21.234102012129974,51935600
2010-02-17,21.58133316040039,21.626624117274748,21.407716625904065,21.536042203526037,45882900
2010-02-18,21.868173599243164,21.913465987176224,21.52094059706274,21.58132900786687,42856500
2010-02-19,21.717214584350586,21.83044273351155,21.656826142146468,21.73231205484512,44451800
2010-02-22,21.687015533447266,21.84553606405056,21.626627102687383,21.770050165657263,36707100
2010-02-23,21.385066986083984,21.762494925435817,21.203901747967905,21.649266831584935,52266200
2010-02-24,21.61152458190918,21.732302854962672,21.42281059993739,21.52849140888752,43165900
2010-02-25,21.588876724243164,21.62661893930641,21.151060406552716,21.33977436141538,48735300
2010-02-26,21.6417236328125,21.77759795607967,21.520946776524724,21.626626165833105,40370600
2010-03-01,21.905927658081055,21.928572423027372,21.53604828629355,21.71721360473392,43805400
2010-03-02,21.483205795288086,22.117285089969602,21.31713795707107,21.951217251752585,93123900
2010-03-03,21.483205795288086,21.59643537201783,21.400172596066515,21.52094946745596,48442100
2010-03-04,21.61152458190918,21.626622046012542,21.339777426915727,21.483199016577423,42890600
2010-03-05,21.58133316040039,21.649270315598702,21.45300758277842,21.6341728500494,56001800
2010-03-08,21.61152458190918,21.83798222413938,21.513393944784152,21.52849140888752,39414500
2010-03-09,21.739852905273438,21.97385930924261,21.551138899360392,21.558687632369747,50271600
2010-03-10,21.868173599243164,21.973854397980354,21.73984804631273,21.78514043424579,44891400
2010-03-11,22.026700973510742,22.034249707196253,21.777598520983855,21.80779201595216,35349700
2010-03-12,22.094640731811523,22.177673932556495,21.9210241559756,22.132382964897975,31700200
2010-03-15,22.109731674194336,22.170120093170425,21.898371487891286,22.02669705818716,37512000
2010-03-16,22.17012596130371,22.26070789385692,22.041800357041783,22.207868193238575,36723500
2010-03-17,22.366384506225586,22.547551228290015,22.192767957335327,22.26825385156656,50385700
2010-03-18,22.351285934448242,22.434319112852748,22.268251316270216,22.366381959756822,43845200
2010-03-19,22.33618927001953,22.57019422808603,22.155024001860927,22.464514848270237,81332100
2010-03-22,22.343730926513672,22.419216790949914,22.185210467220255,22.26824506207743,37718200
2010-03-23,22.55510139465332,22.570198863377193,22.20031951828542,22.336193857252574,42026600
2010-03-24,22.381481170654297,22.53245295370445,22.343738944778572,22.43432086278976,33987700
2010-03-25,22.653234481811523,23.07595354595445,22.49471393289922,22.517360136964957,73168700
2010-03-26,22.389036178588867,22.796659243201514,22.33619647164442,22.71362459527508,55595500
2010-03-29,22.33618927001953,22.509805805366494,22.30599433877298,22.426771184212047,33336000
2010-03-30,22.472068786621094,22.540005957889562,22.26825727281569,22.36638794255131,34954800
2010-03-31,22.109731674194336,22.434318526332387,22.019148325843464,22.373930107356298,63760000
2010-04-01,22.01160430908203,22.29845044050008,21.603982753611362,22.155027374791054,74768100
2010-04-05,22.094640731811523,22.21541760541685,21.91347542140353,21.988959887576435,34331200
2010-04-06,22.132368087768555,22.32863073539514,21.875717043931708,22.00404256585013,47366800
2010-04-07,22.155029296875,22.313548404484482,21.996508749491603,22.01160621872315,58318800
2010-04-08,22.585294723510742,22.630585686682753,22.117283304820774,22.132380772469364,63713800
2010-04-09,22.90233612060547,22.9551758216978,22.570199005458687,22.607942677505974,54752500
2010-04-12,22.88723373413086,23.015559311971277,22.804199113241896,22.834394044391903,37068800
2010-04-13,22.985363006591797,23.023105226135122,22.743807906284996,22.758905370011682,41374600
2010-04-14,23.264659881591797,23.400534181395912,23.143883046160013,23.24201512480674,68941200
2010-04-15,23.302400588989258,23.362788999051038,23.181622329092438,23.264656932842357,52745400
2010-04-16,23.151426315307617,23.385431198766916,23.098586642246467,23.242009640393245,88703100
2010-04-19,23.43073081970215,23.589249887857243,23.219370622388467,23.226919355125407,64970300
2010-04-20,23.67229652404785,23.73268497682249,23.49867846251826,23.566615651861515,52199500
2010-04-21,23.649639129638672,23.77796471106712,23.574153239426597,23.649639129638672,55343100
2010-04-22,23.69492530822754,23.80060610911645,23.32504610454962,23.430726905438533,84847600
2010-04-23,23.370338439941406,23.83834974079442,23.136333509401595,23.491116710946535,126766600
2010-04-26,23.48356819152832,23.611893755844942,23.294854211049365,23.40053357939009,63649300
2010-04-27,23.28730583190918,23.58924791729588,23.211819950619144,23.36279171319921,68730900
2010-04-28,23.332599639892578,23.400536797389467,23.113692141115404,23.34014837292263,64557900
2010-04-29,23.400535583496094,23.725123888082546,23.151433165520785,23.347695894800353,52665200
2010-04-30,23.053306579589844,23.460928135419234,23.038209111654812,23.45337940145172,63214800
