Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2020-04-27,63.24064636230469,64.39711983752524,62.95202534102773,64.29261611187121,44186000
2020-04-28,61.33625411987305,63.93233991292163,61.22627956997814,63.854715732055425,80700000
2020-04-29,66.78968048095703,67.6839037451793,66.02085713189535,66.93000841508254,108358000
2020-04-30,67.01461029052734,67.1788261099673,65.76060341040862,66.25126147839727,55842000
2020-05-01,65.55259704589844,67.24998736729863,65.17142379081537,65.88948738417584,48872000
2020-05-04,65.83026885986328,65.90840178406958,64.49216850017636,65.09528785583291,30806000
2020-05-05,67.13005828857422,68.22432931665637,66.43389313502436,66.55680253405266,39666000
2020-05-06,66.95140838623047,68.1088766042414,66.93648036667742,67.57691974063604,31732000
2020-05-07,68.13823699951172,68.47264440653437,67.3052215502205,67.74163456805904,30652000
2020-05-08,68.88764953613281,69.49972107273517,68.2740821604466,68.76224962511807,33326000
2020-05-11,69.84556579589844,70.43972524742269,68.44775348367992,68.51194548372064,32718000
2020-05-12,68.43183135986328,70.38001377865767,68.39849009246208,70.07597118487982,33918000
2020-05-13,67.09571838378906,68.93692187825766,66.0845538197152,68.48059978522438,40368000
2020-05-14,67.52020263671875,67.5455787554329,65.85018522981571,66.35875545101136,36660000
2020-05-15,68.32633209228516,68.40196688173432,66.63143246758034,67.09223444201076,41544000
2020-05-18,68.92945861816406,69.30665309609445,67.38782539389712,67.75507292025956,47094000
2020-05-19,68.39301300048828,69.29320440850012,68.36116757338164,68.94437777014069,31586000
2020-05-20,70.12274169921875,70.26556016251162,69.04091594784161,69.12749997341068,38262000
2020-05-21,70.00281524658203,70.4860016339979,69.38775204331579,70.21380448437766,30894000
2020-05-22,70.32577514648438,70.51287652573794,69.46538670908407,69.86099439385703,28544000
2020-05-26,70.73033905029297,71.9116951445939,70.63231222745613,71.75494334516371,44590000
2020-05-27,70.67609405517578,70.92838970932715,69.39820711350005,70.66216073211419,31684000
2020-05-28,70.5745849609375,71.87934390822512,69.6211431898544,69.66692194094234,35170000
2020-05-29,71.3349609375,71.49469683728731,70.4621348843293,70.68357225874094,37044000
2020-06-01,71.40213012695312,71.73603636424069,70.77562407491,70.94581564745266,25162000
2020-06-02,71.77235412597656,71.80669008607417,70.74227532304845,71.4085918879412,23442000
2020-06-03,71.62008666992188,72.10576361612307,71.24040169551722,71.79176648096278,27732000
2020-06-04,70.37852478027344,71.72310206654205,69.96599963959787,71.497177182306,26982000
