Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2010-01-04,15.609803199768066,15.678544409230243,15.547290223878424,15.614784268007728,78169752
2010-01-05,15.54106330871582,15.636951722017164,15.480044272193602,15.620513626953805,120067812
2010-01-06,15.149292945861816,15.58763740085737,15.101971847433346,15.58763740085737,158988852
2010-01-07,14.796625137329102,15.192630536593148,14.760512389517482,15.177686381465573,256315428
2010-01-08,14.993880271911621,15.024513652181563,14.672343200887997,14.74432191587332,188783028
2010-01-11,14.971217155456543,15.054651955218802,14.795131439788745,15.054651955218802,288227484
2010-01-12,14.706466674804688,14.89774426759556,14.644699714848494,14.885041973004633,193937868
2010-01-13,14.62203598022461,14.654164254334132,14.293526513012099,14.358032684158495,259604136
2010-01-14,14.690775871276855,14.799116964638577,14.515438074040974,14.542585278543342,169434396
2010-01-15,14.445451736450195,14.783176343503463,14.39663479736933,14.777696029186723,217162620
2010-01-19,14.635234832763672,14.704971691979663,14.353050840248361,14.475339492221943,172495332
2010-01-20,14.455662727355957,14.594388524120069,14.328145283998984,14.594388524120069,129897972
2010-01-21,14.519671440124512,14.615310233793883,14.252430659457453,14.531128467221322,252055692
2010-01-22,13.698522567749023,14.21133535685338,13.321197124458369,14.059409914939225,271743984
2010-01-25,13.449213027954102,13.69528426006757,13.33738481575297,13.613342458148045,176619204
2010-01-26,13.509485244750977,13.688310157449083,13.356812839613502,13.398654573782876,174045780
2010-01-27,13.50151538848877,13.639743834567307,13.332403938355577,13.48084319510533,158417424
2010-01-28,13.307001113891602,13.62355619594116,13.215098117406558,13.561042264428677,129034836
2010-01-29,13.198659896850586,13.47387058701347,13.090817101704765,13.41160627900656,165454380
2010-02-01,13.275369644165039,13.344857828397544,13.20762597288969,13.314720845037568,89941968
2010-02-02,13.228048324584961,13.323687117132334,13.140628105185414,13.323687117132334,163684152
2010-02-03,13.469636917114258,13.50151651717889,13.156071608261314,13.167030339425606,119844036
2010-02-04,13.11995792388916,13.399401772331636,13.089572264797738,13.37449642796483,134972892
2010-02-05,13.232282638549805,13.287324964657516,13.012363906164975,13.160303920059249,126113760
2010-02-08,13.286577224731445,13.499026255435567,13.238260479478159,13.262418852104801,107664228
2010-02-09,13.360547065734863,13.487318478547984,13.326425609585185,13.437755521143812,112671216
2010-02-10,13.310985565185547,13.394170736128315,13.142620138360861,13.301520775930943,106873020
2010-02-11,13.359551429748535,13.461417508849486,13.187700767908163,13.282841265490275,96303600
