loss,val_loss,mae,val_mae
0.14558751973060843,,0.22554134252743843,
0.01459797072964601,,0.08550241785362744,
0.011980971208033271,,0.07645106525757374,
0.011246998740646701,,0.07350684616428155,
0.009585715143774182,,0.06975911041864982,
0.009558923405189162,,0.06881974809444867,
0.00823576914337583,,0.06362128978929459,
0.008919959499811133,,0.06607308033376168,
0.008319871688189987,,0.06421672185071003,
0.007437864584155763,,0.060603926197076455,
0.008538246529403692,,0.06267555265759046,
0.00927498902624043,,0.06482482629899795,
0.008135685933013566,,0.062446270806667134,
0.008889780170881214,,0.06514278842279544,
0.008347951111574776,,0.0628037756929795,
0.00937911685114392,,0.06581481784964219,
0.007676070447091778,,0.06016756293292229,
0.008359580638054281,,0.06190802529454231,
0.007753530266479804,,0.060190667517674275,
0.007394409562365558,,0.059565066336057126,
0.007603018138653193,,0.06103910343387188,
0.00884859199420764,,0.06302965671206132,
0.008188532907157563,,0.06112967144984465,
0.008323217022758072,,0.06082024105275289,
0.007388123739451074,,0.058439491459956534,
0.0075684526356128165,,0.06080005938808123,
0.008486050225865956,,0.06431253163669354,
0.0072058685965692764,,0.06006549251003143,
0.006748444009691668,,0.05853923964194763,
0.007447048165023518,,0.058686308753796115,
0.007417059769161427,,0.06010270233337696,
0.0073718808006304195,,0.05955162324393407,
0.006731647624968527,,0.05784229213037552,
0.006794955563516571,,0.05729814580617807,
0.007540476356203167,,0.05875455459149984,
0.006675734220502468,,0.05534691091340322,
0.007076723169750319,,0.05897148101566694,
0.0069352339696473414,,0.05738542386545585,
0.00685040834837426,,0.05880132446495386,
0.007081734100117898,,0.05815115742958509,
0.007189417998187053,,0.05891275725876673,
0.007654458075427474,,0.0601669425288072,
0.00695193130731917,,0.05729548083857084,
0.007153701253581601,,0.058050443489964194,
0.007224609833568907,,0.05841767121679508,
0.006855337373100412,,0.05659973258391405,
0.00720404009692944,,0.05746158642264513,
0.006941496063238726,,0.05670197862081039,
0.007979814288540719,,0.05958113356087452,
0.006809303126572512,,0.05702564855798697,
