loss,val_loss,mae,val_mae
0.34955941546811825,,0.38961334009137416,
0.02287457223671178,,0.10479803202259871,
0.016127592069096863,,0.09022815484139654,
0.015572976864253482,,0.08648637723591593,
0.012746672074879624,,0.07952359437735544,
0.013826551265083253,,0.08157141361799505,
0.011016905126679275,,0.07400397557972206,
0.010808737101292031,,0.07274046364343828,
0.01184638880012143,,0.07513659623348051,
0.010307942791971274,,0.0717217683688634,
0.009947386156353686,,0.06887483783066273,
0.011581481014016189,,0.07436894961736268,
0.010489952288076488,,0.0691716531291604,
0.010256598829679811,,0.0701169015115334,
0.009480172263768813,,0.06761122262105346,
0.009391115363945978,,0.06693708601718147,
0.009174719074508175,,0.06626060801661676,
0.009432126341077188,,0.06779817957431078,
0.008715714990911592,,0.06521419404695432,
0.008727463111022694,,0.06497903307899833,
0.00925866024206496,,0.06691347611033255,
0.008394150949445449,,0.06389334730597006,
0.008467381309148751,,0.06472809876625736,
0.009686790578093173,,0.06669861445617345,
0.009009733181705492,,0.06508561870497134,
0.008711039767755816,,0.06434102894531356,
0.007821431768307876,,0.06194969437395533,
0.007762845107612925,,0.06217289612525039,
0.008065603692860654,,0.06294199581154519,
0.007844801274283478,,0.06158031771580378,
0.008150128489230864,,0.06317892163578007,
0.008139123034197837,,0.06169613735336396,
0.008315993935361298,,0.0638577700075176,
0.0070677328298592735,,0.059012072471280895,
0.007633052662842804,,0.0608829564621879,
0.007342445799925675,,0.06013802852895525,
0.008211787877371535,,0.061085423144201435,
0.008329424813079337,,0.06258540947197212,
0.008044931048061699,,0.06238595525630646,
0.00811130175457543,,0.0632165120397177,
0.007150863093556836,,0.05969145097252396,
0.008924007981679298,,0.06416347990226415,
0.00769615142295758,,0.06149649837364753,
0.007644288306538429,,0.06177301058131787,
0.008413035306148231,,0.062077853828668594,
0.007313797382974169,,0.06045000105061465,
0.007930016038396085,,0.06224409392517474,
0.007832910057105538,,0.06165907707893186,
0.0074186724248445695,,0.060384785342547626,
0.007902665969191326,,0.0625773119326267,
0.007144706381950527,,0.05923431615034739,
0.0077425848317539524,,0.0609256201941106,
0.007278892298927531,,0.06052724008137981,
0.007675007157053592,,0.060707471436924405,
0.00692112925915151,,0.05875797849148512,
0.008575797003383437,,0.0639195620185799,
0.006855149805131886,,0.058671398347036705,
0.007086738077406254,,0.058261004017872944,
0.008329922886332497,,0.06239518507694205,
0.008142796535846882,,0.062627706831942,
0.008528390866962986,,0.06345117930322886,
0.007080446789687913,,0.05990826369573673,
0.007802161485111962,,0.06103600509878662,
0.007451314537320286,,0.05925536554099785,
0.007854396031082919,,0.06066823874910673,
0.008195499626001239,,0.06268405831522411,
0.00814507833436235,,0.062079408361266054,
0.007203364583094501,,0.05841534212231636,
0.007301691767578531,,0.059983050709383354,
0.007960268079639517,,0.06158309704106715,
0.007505427528586652,,0.05944404828672608,
0.007464506462888999,,0.05937558034848836,
0.007131709384136937,,0.058233505218393274,
0.007181021197336829,,0.059122755399180785,
0.0062997636786248125,,0.05519310778213872,
0.006470746826380491,,0.05703405808243486,
0.007158404245274141,,0.05895327230811947,
0.00779142070031311,,0.06044954998004767,
0.007528631508143412,,0.06019142513266868,
0.007450380233219928,,0.059471998932874866,
0.006944529133357314,,0.059428289273960724,
0.007604001264553517,,0.06004695832315418,
0.00743939823749113,,0.05939746601507068,
0.007659196617573293,,0.060595187824219465,
0.007409901235304359,,0.0605706745862133,
0.0077906415066940505,,0.060309808804757066,
0.007681701694511705,,0.06160135975935393,
0.007583186369932567,,0.06039587635960844,
0.007306175704191749,,0.05897214775905013,
0.00688386272587296,,0.05786192168792089,
0.007024408884010174,,0.05678377109062341,
0.0073618015190327745,,0.059435150016927056,
0.006577215474357622,,0.05687379097152087,
0.007093483223191773,,0.05866369542976221,
0.006884661635720274,,0.05786231651695238,
0.006731411510069544,,0.05732171113292376,
0.007794580736016441,,0.06009871574739615,
0.007197862804686237,,0.058109323804577194,
0.006555161949816263,,0.056595730181369514,
0.006346605650226896,,0.0564765441748831,
