Date,Close,High,Low,Open,Volume,Return,Close_SMA_5,Close_STD_5,Volume_SMA_5,Momentum_5,Close_SMA_10,Close_STD_10,Volume_SMA_10,Momentum_10,Close_SMA_20,Close_STD_20,Volume_SMA_20,Momentum_20,Close_SMA_50,Close_STD_50,Volume_SMA_50,Momentum_50,Close_EMA_5,Close_EMA_10,Close_EMA_20,HL_PCT,OC_PCT,TrueRange,ATR_14,Close_Lag_1,Close_Lag_2,Close_Lag_3,Close_Lag_4,Close_Lag_5,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,Volume_Change,Volume_MA_Ratio,DayOfWeek,Month,DayOfMonth,Quarter,DayOfWeek_0,DayOfWeek_1,DayOfWeek_2,DayOfWeek_3,DayOfWeek_4
2010-03-17,6.566999912261963,6.634500026702881,6.560999870300293,6.620500087738037,87176000,-0.0034145289196909623,6.596599960327149,0.04836241314593453,112848400.0,0.006359680130712864,6.532699918746948,0.08017663274775418,119587000.0,0.04329176957609948,6.274174952507019,0.29691861281132537,145064000.0,0.12922365364935207,6.2120399665832515,0.29010413161844156,210013920.0,-0.01911878358737229,6.56376982367677,6.49363070938511,6.363496023983283,1.11923492286558,0.8146821408688951,0.07350015640258789,0.1504285676138741,6.589499950408936,6.55649995803833,6.591000080108643,6.678999900817871,6.5254998207092285,80.52975025869304,0.13802922716537758,0.0976350352835485,0.04039419188182908,6.274174952507019,6.86801217812967,5.680337726884368,0.189295717801228,0.0547610405323653,0.6009485468482877,2,3,17,1,0,0,1,0,0
2010-03-18,6.638000011444092,6.642499923706055,6.521999835968018,6.551000118255615,100426000,0.010811649174771176,6.588399982452392,0.03139947402055833,103970400.0,-0.006138627037374111,6.553849935531616,0.0768772856276356,114610200.0,0.03291063144697537,6.310874962806702,0.2941046903592147,140285200.0,0.12432253221215195,6.210109968185424,0.28686024657827947,208481680.0,-0.01432918863690913,6.588513219599211,6.519879673395834,6.389639260884313,1.81530713362898,-1.3106341223031996,0.12050008773803711,0.15035714421953467,6.566999912261963,6.589499950408936,6.55649995803833,6.591000080108643,6.678999900817871,81.57432644106987,0.1418620388297569,0.1064804359927902,0.0353816028369667,6.310874962806702,6.899084343525131,5.722665582088273,0.1864113563285775,0.15199137377259797,0.7158702414795003,3,3,18,1,0,0,0,1,0
2010-03-19,6.517499923706055,6.685500144958496,6.482999801635742,6.685500144958496,178100000,-0.01815307133628985,6.573699951171875,0.04439400606850633,114987200.0,-0.011151593917349212,6.561049938201904,0.06851945833552185,118881600.0,0.01117058844983565,6.342949962615966,0.2787618559981298,142074600.0,0.10917290743670405,6.208209962844848,0.2844450897412504,209172160.0,-0.014366769646663835,6.564842120968159,6.519446991634055,6.401816466867336,3.107024866792877,2.577678913986258,0.2025003433227539,0.13935719217572887,6.638000011444092,6.566999912261963,6.589499950408936,6.55649995803833,6.591000080108643,65.28142185334974,0.13363574992867466,0.11191149877996709,0.021724251148707574,6.342949962615966,6.900473674612226,5.7854262506197065,0.17579319253097983,0.7734451237727282,1.2535667881521397,4,3,19,1,0,0,0,0,1
2010-03-22,6.523499965667725,6.547999858856201,6.432000160217285,6.510000228881836,107668000,0.0009206048380370202,6.567099952697754,0.049723510487427625,111204000.0,-0.005033172055487811,6.5628499507904055,0.06712015104363904,118436600.0,0.002766908973686366,6.374099969863892,0.2609582535003094,140650700.0,0.10558430029468457,6.208679962158203,0.28495602095141886,206913440.0,0.0036153793334960938,6.551061402534681,6.520183896003813,6.413405371514992,1.778181946032135,-0.20694009131502897,0.11599969863891602,0.13760719980512345,6.517499923706055,6.638000011444092,6.566999912261963,6.589499950408936,6.55649995803833,63.616309415408914,0.12614637308370202,0.11475847364071408,0.011387899442987945,6.374099969863892,6.89601647686451,5.852183462863273,0.16376163206356587,-0.39546322290847835,0.7654992118773671,0,3,22,1,1,0,0,0,0
2010-03-23,6.4629998207092285,6.546999931335449,6.403500080108643,6.54449987411499,84262000,-0.009274184912531624,6.541799926757813,0.0652386599351422,111526400.0,-0.01919722750614139,6.565049934387207,0.06291110753176922,114721200.0,0.003415593233990988,6.404149961471558,0.23186676574012963,137795600.0,0.10252470715227258,6.204419956207276,0.2793644331725875,204666480.0,-0.03190537653885517,6.521707541926197,6.509786791404797,6.418128652390633,2.2203288752537738,1.2610251534374661,0.14349985122680664,0.13889288902282715,6.523499965667725,6.517499923706055,6.638000011444092,6.566999912261963,6.589499950408936,58.873087504005014,0.11401483979726201,0.11460974687202367,-0.0005949070747616608,6.404149961471558,6.867883492951817,5.9404164299912985,0.14482282091148962,-0.21739049671211497,0.6114999317830178,1,3,23,1,0,1,0,0,0
2010-03-24,6.401999950408936,6.46999979019165,6.360000133514404,6.432000160217285,93928000,-0.009438321521351711,6.508799934387207,0.08730453544342615,112876800.0,-0.025125622667504066,6.552699947357178,0.08104603016175319,112862600.0,-0.01892573346004156,6.424949955940247,0.2100105551176471,135102100.0,0.06949547028601955,6.202149953842163,0.2772381725555694,203033280.0,-0.017420016431505925,6.481805011420445,6.490189183951004,6.416592585535234,1.7182077089866226,0.46860684224829485,0.1099996566772461,0.13503571919032506,6.4629998207092285,6.523499965667725,6.517499923706055,6.638000011444092,6.566999912261963,48.605583744222095,0.09834467631758059,0.11135673276113507,-0.013012056443554479,6.424949955940247,6.844971066175541,6.004928845704953,0.13074688927248673,0.11471363129287226,0.6952371576755654,2,3,24,1,0,0,1,0,0
2010-03-25,6.736499786376953,6.8454999923706055,6.401999950408936,6.456999778747559,324192000,0.052249271877399917,6.528499889373779,0.12619672062721352,157630000.0,0.01483877293809055,6.558449935913086,0.09226544432018466,130800200.0,0.008609056207957266,6.466274952888488,0.18291769893246096,141778300.0,0.13984770901927424,6.20952995300293,0.2864866401746336,205878600.0,0.057950525007647746,6.566703269739281,6.534972929846631,6.44705993799635,6.583538276933483,-4.149039063203417,0.44350004196166903,0.1582142966134207,6.401999950408936,6.4629998207092285,6.523499965667725,6.517499923706055,6.638000011444092,62.185927390546084,0.11163049325467966,0.11141148485984399,0.0002190083948356708,6.466274952888488,6.83211035075341,6.100439555023566,0.11315182250377497,2.45149476194532,2.2866122671805207,3,3,25,1,0,0,0,1,0
2010-03-26,6.752999782562256,6.849500179290772,6.688000202178955,6.744999885559082,131314000,0.0024493426421048348,6.57559986114502,0.16038205579251957,148272800.0,0.036133465533251474,6.574649906158447,0.11094640874713084,131630000.0,0.024578925881448832,6.507924938201905,0.142315303887844,142622400.0,0.14070940802922882,6.215479946136474,0.29467183974194044,204215600.0,0.0460846798661414,6.62880210734694,6.574614175794926,6.476197066050246,2.3915294285784827,-0.11846434563542171,0.1614999771118173,0.15853571891784668,6.736499786376953,6.401999950408936,6.4629998207092285,6.523499965667725,6.517499923706055,60.756192149033495,0.12208370572724991,0.1135459290333252,0.00853777669392472,6.507924938201905,6.792555545977593,6.223294330426216,0.08747200082314713,-0.5949499062284078,0.9207109121708792,4,3,26,1,0,0,0,0,1
2010-03-29,6.75600004196167,6.831500053405762,6.71649980545044,6.768499851226807,92538000,0.0004442854281088149,6.622099876403809,0.174576762711662,145246800.0,0.03564038898100108,6.594599914550781,0.1244366743526435,128225400.0,0.03042783271564753,6.534374928474426,0.13639142550418237,133952800.0,0.08495259119290144,6.223249950408936,0.30374453702299997,202156400.0,0.06101299161313256,6.671201418885184,6.607593424188879,6.502844968518001,1.7021943049297252,0.1850178979795755,0.11500024795532138,0.15660715103149409,6.752999782562256,6.736499786376953,6.401999950408936,6.4629998207092285,6.523499965667725,64.4628095554819,0.12912161418944734,0.11666106606454962,0.012460548124897719,6.534374928474426,6.80715777948279,6.261592077466061,0.08349164349896,-0.2952922003746744,0.690825425075101,0,3,29,1,1,0,0,0,0
2010-03-30,6.828999996185303,6.9095001220703125,6.76800012588501,6.787000179290772,123854000,0.010805203340767955,6.695299911499023,0.16778840131949627,153165200.0,0.05663007668719233,6.618549919128418,0.14473797580411304,132345800.0,0.0363457087151966,6.5619999170303345,0.13736075553890517,128048000.0,0.08802672688699764,6.232689952850341,0.3151081718496993,198482880.0,0.07424888019775588,6.723800944651891,6.6478491645518645,6.533907352105364,2.072045632806341,-0.615021480714476,0.15350008010864258,0.1579642977033342,6.75600004196167,6.752999782562256,6.736499786376953,6.401999950408936,6.4629998207092285,64.08353033745456,0.1389875318208098,0.12112635921580167,0.017861172605008135,6.5619999170303345,6.836721428108145,6.287278405952524,0.08373103156092002,0.3384123279085349,0.9672466575034362,1,3,30,1,0,1,0,0,0
