Model,MSE,RMSE,MAE,R²,MAPE,Symbol
linear_realistic,27.878896107595985,5.280046979676978,4.0087211230802335,0.9834319386784678,1.4313357139555585,MSFT
linear_realistic,8.60659323865694,2.933699582209627,2.193822800158009,0.9717980388082019,1.3940436528211848,AAPL
linear_realistic,12.902620243571093,3.592021748760869,2.6373496279607394,0.9755861406730175,2.6623067119954436,AMD
